id,concept
1236,Friedensreich Regentag
1237,Ed Freeman
1238,Barthel Bruyn the Younger
1239,Marius Borgeaud
1240,Thomas Dodd
1241,Arthur Wardle
1242,Aykut Aydogdu
1243,André Lhote
1244,Eliott Lilly
1245,Wes Anderson
1246,Johfra Bosschart
1247,Russell Ayto
1248,Max Pechstein
1249,Charles Addams
1250,Jeff Easley
1251,Hethe Srodawa
1252,Larry Sultan
1253,Gordon Browne
1254,Luisa Russo
1255,Neil Boyle
1256,Yuumei
1257,Yayoi Kusama
1258,Martin Johnson Heade
1259,Kazuo Koike
1260,Andrew Ferez
1261,Josh Keyes
1262,Allison Bechdel
1263,Peter Bagge
1264,Chaïm Soutine
1265,Kaethe Butcher
1266,Abbott Handerson Thayer
1267,Aleksey Savrasov
1268,Jack Butler Yeats
1269,Lovis Corinth
1270,Franz Xaver Winterhalter
1271,Alison Bechdel
1272,Adam Elsheimer
1273,Jeff Kinney
1274,Alson Skinner Clark
1275,Esao Andrews
1276,Jeffrey Smith art
1277,Sonia Delaunay
1278,Elenore Abbott
1279,Winsor McCay
1280,Alois Arnegger
1281,Constant Permeke
1282,Emilia Wilk
1283,Judy Chicago
1284,John William Waterhouse
1285,Kim Keever
1286,Józef Mehoffer
1287,Art Spiegelman
1288,Artus Scheiner
1289,Steve Argyle
1290,Axel Törneman
1291,Gustave Doré
1292,Charlie Bowater
1293,Thomas Kinkade
1294,Stuart Immonen
1295,Alvin Langdon Coburn
1296,George Tooker
1297,Klaus Janson
1298,Howard Pyle
1299,Frank Frazetta
1300,Brett Whiteley
1301,Nicolas Mignard
1302,Alex Toth
1303,Andrzej Sykut
1304,Alan Moore
1305,Sidney Nolan
1306,Mark Ryden
1307,Larry Poons
1308,Méret Oppenheim
1309,Jun Kaneko
1310,Lori Earley
1311,James Jean
1312,Ilya Repin
1313,Kati Horna
1314,Matias Hannecke
1315,Claude Cahun
1316,E. H. Shepard
1317,Simeon Solomon
1318,Ralph Horsley
1319,Antonio J. Manzanedo
1320,Alfred Cheney Johnston
1321,Ary Scheffer
1322,Roberto Ferri
1323,Quentin Tarantino
1324,Cyril Rolando
1325,Marianne von Werefkin
1326,Anka Zhuravleva
1327,Albert Servaes
1328,Albert Marquet
1329,Studio Ghibli
1330,Mort Kunstler
1331,Amandine Van Ray
1332,Alice Rahon
1333,Paulus Potter
1334,Shinji Aramaki
1335,Joao Ruas
1336,Reylia Slaby
1337,Glenn Fabry
1338,Barthel Bruyn the Elder
1339,Bruno Walpoth
1340,Tomma Abts
1341,Vladimir Kush
1342,Angela Barrett
1343,Gerda Wegener
1344,Alessio Albi 
1345,Ismail Inceoglu
1346,Adam Martinakis
1347,Agostino Arrivabene
1348,Ralph Steadman
1349,Georgia O’Keeffe
1350,Gediminas Pranckevicius
1351,Adolph Menzel
1352,Steve McCurry
1353,William Hogarth
1354,Earl Norem
1355,Ferdinand Hodler
1356,Kunisada
1357,Bess Hamiti
1358,Frida Kahlo
1359,Philippe Druillet
1360,Anton Pieck
1361,Peter Zumthor
1362,Carl Barks
1363,Giotto Di Bondone
1364,Shin Jeongho
1365,John Salminen
1366,Raja Ravi Varma
1367,Mao Hamaguchi
1368,Conor Harrington
1369,Ellen Gallagher
1370,Ian McQue
1371,Laurie Lipton
1372,JC Leyendecker
1373,Sou Fujimoto
1374,Adrian Tomine
1375,Sebastian Errazuriz
1376,Darren Bacon
1377,Arik Brauer
1378,Ernst Haeckel
1379,Jean-Michel Basquiat
1380,Ernest Crichlow
1381,Wilfredo Lam
1382,William Morris
1383,Richard Doyle
1384,Josephine Wall
1385,Viktoria Gavrilenko
1386,Piet Hein Eek
1387,Robert Williams
1388,Qian Xuan
1389,Ramon Casas
1390,Tony DiTerlizzi
1391,Hilma AF Klint
1392,John Constable
1393,Raymond Swanland
1394,Chris Van Allsburg
1395,Georges Rouault
1396,Edward Robert Hughes
1397,Edouard Riou
1398,Max Ernst
1399,Francisco De Goya
1400,David Spriggs
1401,Richard Hamilton
1402,Etienne Hebinger
1403,Jake Parker
1404,David Driskell
1405,Alpo Jaakola
1406,Itō Jakuchū
1407,Paul Barson
1408,Yaacov Agam
1409,Étienne-Louis Boullée
1410,Travis Louie
1411,Everett Raymond Kinstler
1412,RHADS
1413,William Blake
1414,Augustus John
1415,Bruce Munro
1416,F Scott Hess
1417,Rebecca Guay
1418,Eyvind Earle
1419,Joanna Kustra
1420,Kelly Vivanco
1421,Abraham Pether
1422,Martin Kippenberger
1423,Andrew Whem
1424,Paul Laffoley
1425,Bastien Lecouffe-Deharme
1426,Jack Davis
1427,Rob Liefeld
1428,Patrick Heron
1429,Rene Magritte
1430,Ernst Ludwig Kirchner
1431,Milton Glaser
1432,Kevin Sloan
1433,Marc Davis
1434,Erich Heckel
1435,Jim Woodring
1436,Hugh Ferriss
1437,Jacob Hashimoto
1438,John Stezaker
1439,Vivian Maier
1440,Adrian Donoghue
1441,Sparth
1442,Chad Knight
1443,Christopher Balaskas
1444,Michael Carson
1445,Edwin Deakin
1446,Alan Schaller
1447,Andre Kertesz
1448,Bill Brandt
1449,Aubrey Beardsley
1450,Patrick Woodroffe
1451,Walter Langley
1452,Olafur Eliasson
1453,Karl Schmidt-Rottluff
1454,Andreas Vesalius
1455,Wojciech Ostrycharz
1456,James Gilleard
1457,Anna and Elena Balbusso
1458,Aristide Maillol
1459,Bill Durgin
1460,Jeff Lemire
1461,NHK Animation
1462,Gerald Brom
1463,Leiji Matsumoto
1464,Rebecca Sugar
1465,Saul Bass
1466,Chiharu Shiota
1467,Gabriel Dawe
1468,Tom Whalen
1469,Robert Motherwell
1470,Jean Fouquet
1471,Berthe Morisot
1472,John Frederick Kensett
1473,Gilbert Stuart
1474,Adrian Smith
1475,Sally Mann
1476,Brad Rigney
1477,Anna Dittmann
1478,Luis Royo
1479,Tatsuro Kiuchi
1480,Hsiao-Ron Cheng
1481,Utagawa Hiroshige
1482,Antoine Verney-Carron
1483,Jessica Woulfe
1484,Diego Rivera
1485,Tan Zhi Hui
1486,Scott Brundage
1487,Anja Millen
1488,Dain Yoon
1489,Mordecai Ardon
1490,Vito Acconci
1491,Allie Brosh
1492,Dora Maar
1493,Louis Janmot
1494,Ida Rentoul Outhwaite
1495,Bob Byerley
1496,Frank Gehry
1497,Otto Dix
1498,Ollie Hoff
1499,John Atkinson Grimshaw
1500,Edwin Austin Abbey
1501,Adonna Khare
1502,Cory Loftis
1503,Matthias Jung
1504,Kris Kuksi
1505,Herbert List
1506,Titian
1507,Ai Weiwei
1508,William Henry Hunt
1509,Tintoretto
1510,Olga Skomorokhova
1511,David Burliuk
1512,Brian K. Vaughan
1513,Beauford Delaney
1514,Grace Cossington Smith
1515,Anselm Kiefer
1516,Georges de La Tour
1517,Ryan Hewett
1518,Yasutomo Oka
1519,Julia Contacessi
1520,Martiros Saryan
1521,Christian Grajewski
1522,Thomas Moran
1523,Leonora Carrington
1524,Terry Oakes
1525,David Inshaw
1526,Robert M Cunningham
1527,Carne Griffiths
1528,Thomas Benjamin Kennington
1529,Paul Gustav Fischer
1530,Mikhail Vrubel
1531,Alexander Archipenko
1532,David B. Mattingly
1533,Hugh Kretschmer
1534,Amir Zand
1535,Anita Malfatti
1536,Botero
1537,Pascale Campion
1538,Alberto Seveso
1539,Jeanloup Sieff
1540,Virgil Finlay
1541,C. R. W. Nevinson
1542,Sandro Botticelli
1543,Bo Chen
1544,James Montgomery Flagg
1545,Jhonen Vasquez
1546,Hannah Hoch
1547,Ed Benedict
1548,Affandi
1549,Mark Lovett
1550,Rolf Armstrong
1551,Guy Billout
1552,John Philip Falter
1553,Charles Gwathmey
1554,Jesper Ejsing
1555,Donato Giancola
1556,Nick Sharratt
1557,Albert Joseph Moore
1558,Zaha Hadid
1559,Diego Velázquez
1560,Henri De Toulouse Lautrec
1561,Anato Finnstark
1562,Hyacinthe Rigaud
1563,Anni Albers
1564,Amedee Ozenfant
1565,William Steig
1566,Stan And Jan Berenstain
1567,John French Sloan
1568,Susan Seddon Boulet
1569,Auguste Herbin
1570,Fabio Hurtado
1571,Benedetto Caliari
1572,Atey Ghailan
1573,Mark Arian
1574,Bruce Nauman
1575,Konstantin Yuon
1576,Bridget Bate Tichenor
1577,Eiichiro Oda
1578,Edward Julius Detmold
1579,Brent Heighton
1580,Marc Chagall
1581,Emmanuel Shiu
1582,Alan Bean
1583,Mead Schaeffer
1584,Kent Monkman
1585,Greg Girard
1586,Franz Marc
1587,Jimmy Ernst
1588,Henri Matisse
1589,Chris Ware
1590,Jean Bourdichon
1591,Brooke Shaden
1592,Giovanni Battista Gaulli
1593,David Lynch
1594,Hasui Kawase
1595,John Currin
1596,Elliot Lilly
1597,Albert Dubois-Pillet
1598,Maxfield Parrish
1599,Juan Gris
1600,Santiago Caruso
1601,Alyssa Monks
1602,Jovana Rikalo
1603,Jeannette Guichard-Bunel
1604,Lawren Harris
1605,Craig Davison
1606,Horace Vernet
1607,Émile Bernard
1608,Isaac Cordal
1609,Raymond Duchamp-Villon
1610,Matt Fraction
1611,Alan Lee
1612,Carl Gustav Carus
1613,Dan Mumford
1614,Annie Swynnerton
1615,Henriette Grindat
1616,Briana Mora
1617,Mab Graves
1618,Elizabeth Shippen Green
1619,Patrick Caulfield
1620,Giovanni Battista Venanzi
1621,Andre De Dienes
1622,Isaac Levitan
1623,Aaron Douglas
1624,Pieter Claesz
1625,Mikhail Larionov
1626,Arthur Garfield Dove
1627,Hal Foster
1628,Art Fitzpatrick
1629,Max Weber
1630,Samuel Melton Fisher
1631,Viktor Vasnetsov
1632,Alan Kenny
1633,Toumas Korpi
1634,Nobuyoshi Araki
1635,James Ensor
1636,Blek Le Rat
1637,Norman Ackroyd
1638,Al Capp
1639,Rembrandt Van Rijn
1640,George Cruikshank
1641,Walter Percy Day
1642,James Turrell
1643,Giovanni Battista Bracelli
1644,Lois van Baarle
1645,Genndy Tartakovsky
1646,Catrin Welz-Stein
1647,Lee Madgwick
1648,George Grosz
1649,Bojan Koturanovic
1650,André Masson
1651,Ben Hatke
1652,Alex Timmermans
1653,Al Williamson
1654,Lynd Ward
1655,Nele Zirnite
1656,Zhang Kechun
1657,Jeff Koons
1658,Bhupen Khakhar
1659,Arthur Dove
1660,Casey Weldon
1661,Hajime Sorayama
1662,Ogawa Kazumasa
1663,Mary Cassatt
1664,Anne Rothenstein
1665,Margaux Valonia
1666,Frank Stella
1667,Ben Shahn
1668,Naoko Takeuchi
1669,Pixar
1670,Liu Ye
1671,Piotr Jabłoński
1672,Lorena Alvarez Gómez
1673,Asaf Hanuka
1674,Loretta Lux
1675,George Frederic Watts
1676,George Stubbs
1677,Keith Negley
1678,Arthur Hacker
1679,Juliana Huxtable
1680,James Abbott McNeill Whistler
1681,Hiroshi Nagai
1682,Liam Wong
1683,Arshile Gorky
1684,Alexandre Benois
1685,Ben Aronson
1686,Taiyō Matsumoto
1687,Kelly Freas
1688,Rebeca Saray
1689,Lady Pink
1690,Chris Ofili
1691,Andre Kohn
1692,Will Eisner
1693,Alex Horley
1694,Charles Liu
1695,Tove Jansson
1696,Adrianus Eversen
1697,Julie Mehretu
1698,Vivienne Westwood
1699,Johannes Itten
1700,Carl Larsson
1701,George Lucas
1702,Ub Iwerks
1703,Joseph Ducreux
1704,Johann Wolfgang von Goethe
1705,Lynda Barry
1706,Tamara Lempicka
1707,Hirohiko Araki
1708,Marsden Hartley
1709,Ching Yeh
1710,Sven Nordqvist
1711,Alberto Magnelli
1712,Edward Weston
1713,Guo Pei
1714,Jeffrey Catherine Jones
1715,Amy Sillman
1716,Helene Knoop
1717,Anne Stokes
1718,Ephraim Moses Lilien
1719,Nicola Samori
1720,Tom Lovell
1721,Eleanor Vere Boyle
1722,Jon McCoy
1723,Stephen Shore
1724,Takeshi Obata
1725,Barkley L. Hendricks
1726,Lee Quinones
1727,Ed Emshwiller
1728,Henry Moore
1729,Wayne Barlowe
1730,Jasper Johns
1731,Scarlett Hooft Graafland
1732,Quentin Blake
1733,Thomas Eakins
1734,Edouard Manet
